u10,v10,d2m,t2m,evabs,sp,sshf,tp,swvli,swvl1,swvl2
-0.96194,1.9138,281.01,300.34,0,93560,1.9666e+05,0,0.019441,0.019451,0.13259
-2.6701,-1.3819,272.41,301.43,-1.7274e-05,96685,-5.7419e+06,0,0.05304,0.05304,0.059617
-2.1644,-0.76595,285.24,303.07,-0.00013766,97662,-3.2759e+05,0,0.072968,0.071778,0.11001
-1.0526,2.3318,287.59,301.17,-0.0025691,94953,-3.6189e+06,0,0.11086,0.11095,0.18521
1.3694,0.58707,294.81,297.05,-4.6419e-06,1.005e+05,39239,0.00024115,0.4151,0.41519,0.41322
0.97503,-0.096022,291.3,294.41,-3.0438e-07,90354,8189.2,0,0.33246,0.33224,0.32666
0.8542,-0.64785,293.98,294.65,-5.3267e-07,95424,12522,1.3035e-05,0.40701,0.40504,0.41034
2.0712,0.46728,295.2,297.1,-0.0017111,95384,-3.221e+06,0.0031415,0.19065,0.18993,0.14834
-3.345,-4.5251,273.07,297.44,0,96781,3.5913e+05,0,0.0098284,0.0098003,0.010119
-0.16828,2.1007,291.47,300.26,-0.0026158,96733,-5.4263e+06,0,0.25096,0.25122,0.28163
-1.4101,-2.6368,277.67,311.01,-7.6857e-06,99695,-3.5193e+06,0,0.025344,0.025344,0.12256
-0.89077,0.28503,295.04,296.21,-0.0024648,94754,-2.1632e+06,0.005944,0.39075,0.38956,0.39931
-1.8317,-2.2927,274.45,297.57,-4.3375e-06,96731,3.8296e+05,0,0.20215,0.20216,0.25068
-0.16746,-1.3093,295.4,300.17,-0.0026612,97913,-2.5307e+06,0.0015773,0.40704,0.40669,0.41009
0.27241,0.97663,295.48,297.22,-0.0019777,98741,-1.9761e+06,0.00078863,0.27154,0.27158,0.27721
-3.6826,-3.0306,273.55,289.26,-4.581e-05,90440,-4.5836e+06,0,0.025953,0.025972,0.10588
0.57613,-1.873,292.76,304.28,-0.0021706,96082,-2.8455e+06,0.00016294,0.26537,0.26583,0.26474
2.0881,2.0998,295.22,298.24,-4.9082e-05,94846,1.0351e+05,0,0.4395,0.43359,0.34154
2.8545,3.1924,293.57,300.47,-7.6096e-08,97670,2.2554e+05,0,0.10516,0.10515,0.13118
0.69489,0.65377,292.42,298.93,-0.0011231,97878,-1.3248e+06,0.0032914,0.49052,0.48937,0.49692
-1.4378,1.907,294.87,298.07,-2.0165e-05,98123,1.8871e+05,0,0.19858,0.19896,0.26352
1.6917,1.4286,295.29,301.03,-0.00045429,98942,-2.7921e+05,0.0003715,0.25554,0.25194,0.25485
0.90551,2.4316,295.5,297.01,-0.00056943,98290,-4.3742e+06,0.018536,0.42551,0.35254,0.21875
0.88689,1.1321,296.64,300.62,-0.0010245,99012,-1.0259e+06,0.00084728,0.42624,0.42589,0.42345
-1.5429,2.4299,293.92,304.6,-0.00066569,96532,-8.7422e+05,0,0.33244,0.32734,0.36285
-0.43766,1.3012,296.27,297.38,-0.0026624,96460,-2.2383e+06,0.00046926,0.39237,0.45804,0.42044
-2.6854,-3.8042,275.98,297.25,0,99563,-1.8303e+06,0,0.023667,0.023648,0.03624
1.2581,-0.12151,294.95,295.64,0,98265,26964,0.00013035,0.47008,0.47099,0.48763
-0.78691,-0.91803,281.56,313.35,-2.2829e-07,96658,-3.603e+06,0,0.01248,0.012255,0.00010306
-1.0013,-0.17206,295.37,300.62,-0.00066424,96826,-9.6953e+05,0.0024376,0.40269,0.40548,0.418
2.1328,0.83389,294.93,301.99,-0.00243,97756,-2.4448e+06,0.00054748,0.2936,0.29268,0.28453
-1.7064,2.1381,297.69,298.71,-4.4897e-06,1.0092e+05,62347,0,0.22742,0.22796,0.24699
-0.46042,2.3534,292.76,300.92,-0.0017506,97961,-3.9605e+06,0.00032588,0.20914,0.20901,0.29525
0.7793,0.16354,280.56,303.96,-0.00019633,97961,-5.3686e+06,0,0.042893,0.042893,0.059205
-3.0119,-2.8734,274.95,300.71,-1.1262e-05,99245,-5.1382e+06,0,0.052721,0.052721,0.058361
0.30096,2.7443,293.01,301.17,-0.0026737,98363,-3.7431e+06,0,0.13987,0.13506,0.21822
2.7961,1.7557,291.51,306.33,-5.1745e-06,97010,-2.1509e+06,6.5176e-06,0.02541,0.02525,0.10525
3.6535,2.3156,294.94,303.81,-0.00077519,97512,-2.6831e+06,0.002581,0.27867,0.27578,0.20102
0.87572,2.0433,295.25,299.62,-0.0016317,98094,-4.8855e+06,0.00012383,0.099108,0.09879,0.10309
1.3495,2.7825,294.09,297.04,-0.0017166,93809,-4.0536e+06,0.00028677,0.24406,0.24345,0.18172
3.3113,0.96048,294.08,298.76,-0.00041419,97067,-84240,0.00010428,0.4628,0.45888,0.46639
2.8015,1.9618,296.73,298.89,-3.8048e-07,97798,1.5766e+05,0,0.049395,0.049854,0.18431
-0.22994,1.4792,290.78,298.11,-7.777e-05,92469,3.3386e+05,0,0.1931,0.1923,0.24048
1.5117,0.67926,296.51,299.6,-0.00018392,98794,-3.1748e+05,0.0011927,0.36382,0.38667,0.34899
-2.0258,-4.1436,273.29,295.91,-4.4136e-06,94274,6.4147e+05,0,0.11977,0.11977,0.15053
0.30261,2.0956,296.39,297.76,-1.9785e-05,99571,-2.2433e+05,0.0077233,0.42316,0.41997,0.42298
-0.59532,-3.8152,275.68,300.61,-9.8925e-07,96335,2.8259e+05,0,0.19777,0.19776,0.26967
-2.7487,-1.3879,274.3,308.34,-1.0349e-05,97035,-3.7915e+06,0,0.15965,0.15962,0.25508
0.72385,1.576,295.36,297.33,-0.0020463,99998,-1.7898e+06,0.0046405,0.46604,0.46566,0.45378
0.57406,1.7804,294.43,297.81,-0.00017396,97881,-4.4312e+05,0.015258,0.38585,0.37402,0.23833
-1.3422,-0.24895,295.25,297.89,-0.0028582,96092,-2.8925e+06,0.0024897,0.40051,0.39937,0.41493
2.2578,1.7455,295.68,298.82,-0.00033467,98688,-4.7562e+05,0.010044,0.42999,0.42589,0.42031
0.94399,-2.3344,294.7,306.75,-3.0286e-05,1.0067e+05,-8.2295e+05,0,0.050969,0.041291,0.16514
-3.0557,-2.6389,280.14,305.39,-0.001816,93348,-4.2565e+06,0,0.098631,0.098537,0.17096
-3.0156,-4.1101,274.64,312.73,-7.9216e-05,97501,-3.8846e+06,1.9553e-05,0.056141,0.055897,0.062184
-2.0606,-3.7779,277.34,299.08,0,1.0088e+05,-3.933e+05,4.5623e-05,0.01114,0.010906,0.13523
2.1216,2.658,293.15,299.04,-2.6634e-06,95474,73178,1.3035e-05,0.21956,0.21919,0.1664
-3.9276,-3.6547,278.89,297.26,0,97481,4.9705e+05,0,0.015591,0.015628,0.13229
-1.7117,-1.1096,285.6,305.16,-6.0877e-06,1.0081e+05,7.079e+05,0,0.033954,0.031069,0.22102
2.1415,2.5709,296.06,299.53,0,97186,1.7427e+05,0,0.019151,0.019132,0.10756
1.7877,2.181,295.52,296.97,-0.00083964,1.0093e+05,-2.2592e+06,0.013804,0.43527,0.40502,0.30658
1.4521,0.7587,294.68,296.79,-3.5004e-06,96822,2.306e+05,0,0.10195,0.10203,0.15244
-2.2021,-0.647,273.87,295.8,0,97010,-2.018e+06,0,0.0074111,0.0074017,0.050688
0.29723,-0.78379,295.75,299.22,-0.0001703,1.0086e+05,-2.1422e+05,7.8211e-05,0.41353,0.41138,0.41849
1.3119,-0.46561,296.41,297.2,-5.3267e-07,1.0057e+05,21187,0,0.37366,0.36829,0.31314
-1.3699,1.35,296.14,297.36,-0.0023557,96295,-2.9748e+06,0.0051358,0.32105,0.32096,0.31982
1.5622,2.5777,294.22,297.71,-8.6521e-05,99390,4.6311e+05,3.9105e-05,0.43175,0.43236,0.46646
1.5519,0.62871,293.42,295.99,-1.9861e-05,98670,4.6456e+05,0,0.36119,0.36131,0.38317
2.0397,1.4027,293.93,298.21,-2.2448e-05,96216,-6974.9,0,0.18507,0.18231,0.17607
3.5683,1.0327,293.55,299.94,-0.0012102,92844,-1.5797e+06,0.00020856,0.3556,0.35252,0.35626
1.1952,1.2553,296.51,300.55,-0.0025299,1.0065e+05,-2.9344e+06,7.1693e-05,0.15754,0.15785,0.24025
0.28482,-0.99577,291.51,292.23,-0.0013095,89534,-2.4787e+06,0.012149,0.44731,0.42619,0.45609
-0.082215,0.53185,297.6,299.27,-0.00010539,1.0076e+05,-1.9328e+05,0.00033891,0.41419,0.41312,0.41423
2.1105,1.1674,294.1,299.68,-0.0014691,97160,-1.6519e+06,0.0010493,0.39385,0.39184,0.40458
-0.76208,1.3815,293.74,301.33,-0.0024302,96061,-2.3329e+06,7.1693e-05,0.41752,0.41662,0.38635
-0.28042,-3.8501,271.63,298.4,-7.6857e-06,98072,-3.0138e+06,0,0.042949,0.04294,0.055513
0.99986,0.99702,294.36,298.1,-0.00019313,96105,-2.5754e+05,6.5176e-06,0.28034,0.27879,0.29361
0.11847,2.0854,293.46,298.01,-5.4789e-06,97843,69568,0,0.26515,0.26501,0.31188
1.46,0.52165,295.03,305.77,-0.0024065,97708,-3.6781e+06,7.1693e-05,0.23343,0.23082,0.22891
0.63572,0.35343,295.25,302.19,-0.0013559,99294,-1.4411e+06,0.00058006,0.40444,0.40264,0.40564
0.97875,1.5068,294.47,295.57,-1.5143e-05,97024,4.7972e+05,0,0.21898,0.21857,0.27814
1.1782,0.85173,293.83,297.04,-0.0015807,98730,-1.5443e+06,0.0010819,0.46435,0.46143,0.4599
-3.081,2.4477,284.57,307.82,-5.0984e-06,95771,-5.4711e+06,0,0.021147,0.0211,7.4954e-05
-2.7441,-4.3416,283.23,293.46,0,98862,3.0714e+05,5.2141e-05,0.011384,0.011243,0.13219
-0.60401,-0.17461,285.95,299.13,-0.00026451,90576,-45246,0,0.31879,0.31591,0.33014
1.1943,1.325,294.31,295.72,-0.0018419,95179,-2.4253e+06,0.0086032,0.39519,0.39426,0.36021
-0.40415,2.028,294.99,295.26,0,97918,14688,0.0026657,0.42949,0.42784,0.42507
1.1981,0.90951,295.23,297.14,-2.5873e-06,98015,60180,3.9105e-05,0.1779,0.17859,0.12722
1.1273,0.22768,297.28,299.2,-0.0020041,1.0037e+05,-1.7617e+06,0.00079514,0.32135,0.32033,0.28666
0.62992,-0.39891,295.99,296.34,0,98431,70290,0,0.27664,0.27688,0.31023
1.0706,2.5136,295.25,296.1,-8.3706e-07,98040,1.5983e+05,0.0011406,0.38618,0.38004,0.35028
1.9119,2.0357,292.26,299.42,-0.0020341,92631,-2.6434e+06,0.0011471,0.28792,0.28665,0.29866
1.424,1.26,293.67,301.53,-0.0013628,97271,-2.9575e+06,0.00041712,0.23847,0.23772,0.17664
1.983,0.90144,294.64,300.51,-0.0014778,97909,-2.569e+06,0.001688,0.39977,0.41475,0.41019
-0.29408,0.96048,295.98,301.11,-0.00086605,97431,-1.5559e+06,0.0048034,0.25712,0.31647,0.2388
0.77558,-1.387,294.87,297.56,-3.0438e-07,1.0058e+05,1.0567e+05,0,0.06625,0.098659,0.059205
0.58317,0.757,294.77,295.75,-0.0014332,94817,-1.6375e+06,0.0089225,0.41341,0.43379,0.42123
0.41061,0.13762,294.67,299,-0.0011592,93457,-1.8917e+06,0.0069999,0.32889,0.31275,0.30712
-0.16415,-4.1848,275.7,295.85,0,1.0089e+05,-1.6772e+06,0,0.010559,0.010578,0.13535
2.0319,0.71792,294.99,306.03,-0.0021995,99963,-2.7062e+06,8.4728e-05,0.1564,0.15485,0.21643
-3.2825,-1.387,295.37,298.83,0,1.0134e+05,-9.291e+05,0.0074626,0.17363,0.17238,0.15181
0.64482,-0.41718,293.27,294.84,-8.3706e-07,92555,18299,0,0.36264,0.3624,0.36444
1.2792,1.8471,293.92,295.69,-0.00069674,95718,-1.4375e+06,0.00045623,0.2175,0.21726,0.19354
-3.8986,0.84621,276.66,307.03,0,97873,3.9018e+05,0,0.0085167,0.0084043,0.12672
1.2167,0.77951,294.2,300.74,-0.00084383,95028,-7.1247e+05,6.5176e-06,0.36902,0.36174,0.38232
-3.3657,2.3063,281.35,305.66,-2.1383e-05,98394,-3.9518e+06,0,0.025784,0.02629,0.12746
2.7005,0.3598,293.85,299.92,-0.00080707,90837,-1.8043e+06,0.001284,0.37979,0.37715,0.37454
1.8804,0.28079,291.28,292.91,-1.2936e-06,93765,86898,0,0.32101,0.31933,0.27545
2.1585,0.34918,295.99,298.16,-2.3894e-05,97073,1.0856e+05,0.00035195,0.19823,0.19624,0.25224
-1.3538,-0.66909,288.24,308.64,-6.4986e-05,95008,-4.1489e+06,0.00020204,0.028904,0.031706,0.11081
1.3334,0.95411,295.91,297.17,-0.00041016,1.008e+05,-2.5249e+05,0.0035521,0.40506,0.40153,0.38902
-2.8166,-0.72177,286.44,310.21,-0.00026314,97288,-5.4169e+06,1.3035e-05,0.054885,0.054857,0.067871
-1.6646,-2.8157,279.27,302.9,-0.0012575,94540,-5.1924e+06,0,0.10596,0.10598,0.15359
-0.061111,1.5807,294.36,295.69,-1.0577e-05,96877,45016,0.00059962,0.36157,0.35965,0.35794
-0.44263,1.5072,295.36,295.7,0,1.0049e+05,22631,6.5176e-06,0.44701,0.44644,0.43935
-2.1185,0.051813,290.23,293.03,0,1.0022e+05,55848,1.3035e-05,0.024829,0.024932,0.13213
0.88648,1.4116,292.87,299.57,-0.0012022,96731,-2.9734e+06,0.0014404,0.47728,0.47663,0.47054
0.77475,2.1181,293.27,293.58,-7.6096e-07,93725,40684,0,0.44426,0.44262,0.42725
1.1128,-0.83349,294.94,295.87,-0.0028848,96621,-2.2238e+06,0.0011992,0.46394,0.47705,0.4744
-1.1192,-1.2069,291.02,308.1,-0.00084801,97650,-2.4946e+06,0,0.12902,0.1259,0.15249
-0.74759,-2.2014,288.7,295.65,-0.0026982,95860,-2.0065e+06,0,0.11194,0.11212,0.19936
1.141,1.0085,294.22,296.04,-0.0014866,96461,-6.0704e+05,0.0010689,0.47716,0.49666,0.48054
-1.0104,0.56796,293.97,304.95,-0.0019831,97768,-1.9025e+06,1.9553e-05,0.30823,0.30285,0.32562
-0.59656,0.8067,288.44,288.46,-1.5219e-07,88247,47905,0.00052141,0.48793,0.48718,0.49311
-0.042491,-0.9227,282.38,294.74,0,98467,79677,0,0.0010213,0.0010025,0.048008
-1.2653,-0.019556,288.54,307.81,-0.001253,96408,-3.8038e+06,0,0.12076,0.1207,0.17578
2.3112,0.94774,293.21,300.24,-0.00047096,95456,-3.1531e+05,0,0.30154,0.2903,0.2442
3.6188,0.55436,294.62,303.41,-0.00071994,98354,-4.0052e+05,0,0.16913,0.16234,0.16805
-3.6446,-3.8556,276.88,310.65,-1.1414e-06,96947,-3.0383e+06,0,0.0043474,0.0043005,0.12081
0.16068,1.7302,293.95,298.55,-0.0025535,99116,-3.5532e+06,1.3035e-05,0.40219,0.4025,0.42728
0.5633,0.49192,293.06,302.71,-0.0018968,96225,-3.2983e+06,0.00061265,0.36473,0.36324,0.3517
1.1083,-0.35218,294.26,295.5,-5.555e-06,95018,1.2589e+05,0.00023463,0.25763,0.25667,0.23821
1.1339,0.52718,295.81,295.97,0,98947,42128,0,0.23703,0.23675,0.24025
1.1099,0.52378,293.98,295.06,-3.0438e-07,96720,58014,0,0.39295,0.39092,0.38138
1.2341,0.45878,295.87,297.7,-0.00074422,1.0107e+05,-3.0275e+06,0.0038258,0.28308,0.28232,0.17955
0.10772,0.00083521,296.22,304.41,-1.3697e-06,99310,-1.6382e+06,0.0012449,0.18732,0.18103,0.091341
0.45365,2.6304,295.2,296.78,-8.751e-06,97106,3.2808e+05,0,0.2478,0.2478,0.29636
0.26579,-0.61259,293.83,296.88,-0.0021128,97145,-1.8527e+06,0.0003324,0.39594,0.39578,0.40096
3.1433,1.7209,296.08,298.05,0,97117,76789,0,0.072799,0.072659,0.00030919
1.0892,1.5845,292.33,300.56,-0.00096916,96514,-9.9264e+05,0.00018901,0.4666,0.46418,0.46826
-2.9361,-2.5128,276.59,299.67,-1.3697e-06,97228,3.6563e+05,0,0.13014,0.13014,0.15157
-0.17449,0.94009,294.1,294.14,0,99347,56570,0,0.47624,0.47553,0.48046
0.76813,1.9698,293.09,296.72,-0.0021163,95466,-4.7237e+06,0.0003324,0.42021,0.41977,0.40519
0.98827,1.3071,294.13,295.2,-2.2829e-06,96602,1.5261e+05,1.9553e-05,0.48568,0.48185,0.47014
0.54179,1.1648,294.65,294.76,-0.0019977,96184,-2.9149e+06,0.016007,0.29397,0.29016,0.28464
0.18303,3.39,295.02,302.04,-0.0014541,1.0006e+05,-2.9004e+06,0.0023854,0.22537,0.28728,0.18651
-2.0817,0.56329,281.34,290.11,-2.8079e-05,96405,5.6204e+05,0,0.11366,0.11374,0.18936
0.96841,-0.32754,293.69,294.26,0,92130,35629,0,0.38428,0.38191,0.36291
1.6681,1.2668,295.71,298.42,-0.0016454,98446,-5.5721e+05,0.0024376,0.3964,0.39939,0.42868
1.2171,0.61044,295.2,302.61,-0.0015055,98911,-3.156e+06,0.00095808,0.486,0.49648,0.49911
0.023716,1.9698,294.52,297.61,-2.1307e-06,95994,1.2806e+05,0,0.26445,0.26444,0.32828
-1.7382,-0.41633,280.12,300.45,-6.5367e-05,98002,81843,0,0.11058,0.11054,0.16092
1.0896,-0.1933,296.24,301.82,-0.0020791,97874,-1.8346e+06,0.00071693,0.43242,0.43131,0.40002
-0.017663,1.7506,295.13,299.21,-2.5112e-06,97508,1.0351e+05,0,0.11958,0.11962,0.18864
-2.2757,-3.8327,273.39,300.73,-3.0438e-07,91273,-5.3433e+06,0,0.0068771,0.006849,0.0011149
2.3538,-2.2919,293.31,297.3,-0.001437,94936,-2.0729e+06,0.0036955,0.42845,0.42255,0.40871
1.6756,1.5692,294.98,298.13,-0.0018808,98207,-9.1465e+05,0.000743,0.36281,0.3621,0.36133
-2.1872,1.1376,278.24,295.06,-3.0438e-07,96079,3.9307e+05,0,0.014026,0.013988,0.075882
2.089,0.20432,295.38,301.44,-0.0019431,98456,-2.309e+06,0.0007039,0.35826,0.35631,0.35021
0.3233,-1.5174,295.57,302.36,-0.0015371,95777,-1.9783e+06,0.00061265,0.34739,0.40137,0.37436
-0.46911,1.0361,293.82,294.1,0,96496,37073,0,0.39357,0.39235,0.39674
0.28151,1.63,295.6,296.7,-3.7287e-06,98204,1.2084e+05,0.0083425,0.22906,0.23552,0.16113
1.4625,1.0289,297.62,298.65,-3.8048e-07,1.0111e+05,70290,0.0012057,0.30365,0.30081,0.29168
1.7339,0.070079,293.94,296.05,-0.00059446,95316,-3.0665e+05,0.0076321,0.40709,0.40533,0.4147
0.20123,2.5059,294.18,298.35,-0.0019767,95947,-3.1048e+06,0.00050837,0.27479,0.27457,0.26976
-0.25932,-0.10707,296.4,298.77,-0.0014617,96542,-1.6201e+06,0.0041517,0.27464,0.27569,0.29369
2.0774,-1.0429,296.23,302.88,-0.0028512,97504,-1.6866e+06,0.00028026,0.35341,0.3515,0.36685
-3.6967,-2.0285,272.19,298.45,0,91129,-4.7028e+06,0,0.010531,0.010531,0.1289
1.4112,1.9426,292.3,295.61,-0.00035339,91985,-5.1454e+06,0.0033826,0.24993,0.24976,0.20056
0.75489,1.6856,293.02,298.08,-0.00036732,92671,-5.8754e+05,6.5176e-06,0.40708,0.40297,0.40518
-3.8059,-1.8569,273.04,289.34,0,96677,5.3677e+05,0,0.020397,0.020397,0.10506
1.0462,0.57645,296.22,297.54,-0.0015064,97042,-4.2435e+06,0.0072019,0.2874,0.2861,0.21641
-2.2435,1.9783,291.28,305.97,-0.00010341,95963,-2.3805e+06,0.00010428,0.044785,0.041628,0.11601
3.4909,0.11936,294.89,300.94,-4.8473e-05,98273,1.3744e+05,0,0.35178,0.34769,0.28444
1.0909,1.6725,294.63,296.54,0,95251,99174,0.0061135,0.16361,0.16296,0.024566
-0.36111,-1.4473,287.9,297.86,-0.0021907,96369,-3.8529e+06,0,0.09731,0.097347,0.16128
1.7108,2.3547,292.67,299.56,-0.0017824,95978,-4.3295e+06,7.1693e-05,0.16022,0.16023,0.20655
0.87779,2.7664,295.81,297.34,-1.9785e-06,99712,2.241e+05,0.00014339,0.20624,0.20672,0.17381
1.7178,2.6534,292.99,302.97,-0.0023615,97684,-3.5806e+06,3.9105e-05,0.13769,0.13678,0.17044
0.039027,-0.21497,295.35,303.57,-0.0010629,98808,-2.0483e+06,0.00021508,0.39364,0.39069,0.40442
0.22316,0.43287,289.91,307.75,-0.00068791,97425,-3.1662e+06,0,0.044542,0.044495,0.065735
2.1216,-0.30758,295.24,300.01,-0.0014805,96328,-3.3301e+06,0.0063611,0.4541,0.44997,0.3499
-1.1506,0.80968,292.3,307.61,-0.0024645,98340,-4.0868e+06,4.5623e-05,0.18306,0.18189,0.22811
0.10399,0.13677,296.08,299.67,-0.00020462,96967,-1.7522e+05,0.00018249,0.35824,0.35289,0.35174
1.6772,2.0782,294.79,296.46,-6.6965e-06,97015,3.1364e+05,0,0.11739,0.11566,0.14516
-0.85022,-0.45074,294.68,299.65,-0.0006179,93179,-9.0527e+05,0.0002216,0.39336,0.38944,0.39485
-1.7635,-0.88235,279.55,311.45,-1.9937e-05,98193,-4.7743e+06,0,0.025728,0.025803,0.1287
0.27489,2.7774,290.31,302.8,-0.0022819,97878,-3.1871e+06,0,0.18259,0.18251,0.26743
2.4436,-0.73239,294.84,300.62,-0.00072717,96340,-1.0121e+06,0.003715,0.25294,0.25233,0.245
-0.25063,1.158,294.93,296.58,-0.0022281,96241,-4.4443e+06,0.0084207,0.38793,0.38332,0.34234
1.2833,0.01358,294.74,295.77,-0.0023934,94814,-2.3718e+06,0.015662,0.40737,0.40486,0.37462
-1.5495,-0.21752,295.92,299.45,-0.002628,96024,-4.011e+06,0.0019488,0.47311,0.47253,0.46275
3.8857,-0.84964,293.67,307.41,-0.00094572,98152,-1.2815e+06,1.3035e-05,0.1664,0.15526,0.092194
-0.36028,2.2876,288.8,298.56,-0.0022685,96989,-3.1676e+06,0,0.11537,0.11543,0.18794
0.97834,-1.3564,294.43,301.29,-0.0012446,92786,-1.722e+06,5.2141e-05,0.39611,0.39533,0.41645
0.85875,1.277,294.27,295.52,-5.555e-06,99002,1.1578e+05,0,0.46762,0.46735,0.47023
-2.4119,-0.32839,277.92,308.03,-0.00029624,96133,-2.0967e+06,0,0.19809,0.19806,0.27812
0.10689,-1.4389,293.97,294.54,0,96215,18299,0,0.43991,0.44015,0.44811
-1.6368,-0.84709,282.16,301.17,-0.0016976,94635,-4.3482e+06,0,0.11958,0.11965,0.17819
0.090751,1.867,295.8,296.82,-1.2175e-06,97713,68123,0,0.30238,0.30321,0.32989
1.5279,0.31265,295.32,297.13,-1.2175e-05,97639,99896,0,0.24177,0.23791,0.22878
-0.4207,-0.45116,288.54,288.68,0,87605,17576,0.00017597,0.47928,0.47901,0.48644
2.8036,4.7948,292.99,303.92,0,98055,-5.5281e+06,4.5623e-05,0.022308,0.02229,1.8739e-05
1.6888,2.8398,292.06,302.84,0,96330,-2.7076e+06,0,0.02853,0.028155,0.0095379
3.1896,0.028023,295.23,304.35,-0.00074247,97464,-5.1353e+06,0.00056703,0.10895,0.1079,0.077606
1.5175,1.1827,294.65,303.1,-0.0018112,93584,-3.0521e+06,0.00038454,0.38364,0.42925,0.38284
-0.77946,1.5089,295.39,303.86,-0.0017794,98109,-2.8874e+06,0.00010428,0.32912,0.32292,0.31236
-3.3197,-3.4015,278.59,303.76,0,99051,1.62e+05,0,0.01173,0.011168,0.0037665
3.1222,1.5174,294.6,300.39,-0.00051958,1.0012e+05,-3.7019e+05,0.00043016,0.39567,0.39221,0.39941
1.321,3.2842,295.11,299.91,-4.7941e-06,97759,1.5189e+05,0,0.16363,0.18898,0.14558
0.060544,2.2154,288.46,298.89,-0.0016229,95250,-3.5713e+06,0,0.054014,0.054014,0.075273
1.4265,0.010606,296.18,302.23,-0.00084588,98291,-9.457e+05,0,0.33241,0.32271,0.30998
2.6124,2.3963,295.44,301.37,-0.00052712,96539,-5.1967e+05,0.00020204,0.42993,0.42383,0.43818
-0.2258,0.78928,294.99,303.9,-0.0026538,97459,-2.5235e+06,0.00011732,0.16999,0.16904,0.12331
-0.21215,-1.1525,284.59,309.95,0,97332,-4.9216e+06,5.2141e-05,0.030881,0.030956,0.13635
1.5502,0.56159,293.48,294.04,-3.0438e-07,97877,2.0099e+05,0.0010428,0.49309,0.49683,0.47722
-2.2699,-4.2362,285.81,310.54,0,99693,-3.5474e+06,0,0.018617,0.018589,0.10802
-1.1775,0.35725,288.9,309.11,0,1.008e+05,-2.1783e+05,0,0.016537,0.016293,0.043642
2.2135,-0.37172,291.95,300.48,-1.9024e-06,96257,99896,0,0.2733,0.27311,0.29644
0.14579,0.44689,292.52,308.33,-0.00042256,98682,-3.8197e+06,7.8211e-05,0.14287,0.15145,0.15094
-1.0455,-0.16527,293.58,294.82,-0.0025447,93678,-3.3965e+06,0.010565,0.30551,0.30136,0.30831
-0.58746,0.39421,288.85,308.6,-0.0012826,97051,-3.4897e+06,0,0.048458,0.048421,0.070223
2.2652,4.5841,294.06,302.94,0,96150,3.6707e+05,0,0.024004,0.023929,0.0002436
-3.5374,-0.097296,271.06,292.89,-3.6374e-05,95135,-2.6152e+06,0,0.0005809,0.0005809,0.091369
2.7361,0.52463,290.37,296.26,0,95259,47905,0,0.021587,0.021587,0.025203
-1.223,-0.10962,293.04,301.25,-0.0018052,91559,-2.9264e+06,0.0004823,0.38023,0.40533,0.39374
2.8843,0.18478,285.02,303.13,-1.3697e-06,96748,-5.0869e+06,1.9553e-05,0.021868,0.02184,0.06314
0.98579,1.9231,296.12,298.14,-7.6857e-06,97571,78955,0,0.36627,0.36627,0.38054
1.0139,-0.14657,295.42,295.42,0,1.0066e+05,1.1795e+05,0.0025353,0.4294,0.42999,0.42993
0.49958,0.7587,293.59,296.36,-2.5036e-05,94555,1.0351e+05,6.5176e-05,0.43757,0.43728,0.44114
0.30179,-0.48515,296.45,298.45,-0.0015868,95694,-1.2873e+06,0.0036368,0.36037,0.35858,0.33724
-0.42153,1.1024,295.3,296.24,-1.5219e-06,96308,17576,3.9105e-05,0.37686,0.37654,0.36465
0.97006,1.7477,294.82,300.57,-0.0011222,96172,-1.2389e+06,0.00064524,0.36267,0.35943,0.35421
3.0072,0.99617,296.02,304.69,-0.0013649,1.0019e+05,-1.475e+06,0.00048882,0.24745,0.24544,0.24682
0.93241,1.8403,296.54,302.39,-0.0010235,98634,-1.1428e+06,0.001486,0.34006,0.33596,0.32941
-0.064836,0.4728,296.92,299.76,-0.0021945,98649,-2.4917e+06,0.00131,0.39118,0.39075,0.39825
-2.4648,-3.8004,273.92,294.77,-7.6096e-08,97940,5.772e+05,0,0.045441,0.045441,0.058165
0.95558,1.5361,293.33,295.33,-1.2175e-05,99953,3.223e+05,0,0.30403,0.30365,0.30947
1.0855,0.7655,294.06,304.67,-0.0016163,96406,-4.7504e+06,0.00018249,0.42478,0.42864,0.42844
-0.34953,-0.22389,295.99,297.59,0,96305,4578.7,0,0.33231,0.33249,0.34294
-0.48856,-0.78082,294.88,295.11,-5.3267e-07,96338,8911.3,0,0.48706,0.48605,0.4869
0.84923,0.31859,297.2,299.63,-0.00072162,97431,-3.1676e+05,0.00084077,0.33905,0.33911,0.34447
-1.9232,3.7783,296.79,300.43,0,1.006e+05,-1.935e+06,0.0012123,0.095155,0.094208,0.11965
1.0462,2.333,292.72,299.17,-0.0015201,94973,-4.8956e+06,6.5176e-06,0.21153,0.21102,0.20413
1.371,1.3076,293.25,307.42,-9.0022e-05,98319,-2.5697e+06,1.3035e-05,0.067459,0.065416,0.059298
-0.71035,-0.70987,296.24,299.01,-0.0029245,96103,-4.0312e+06,0.0041582,0.49542,0.49103,0.4744
0.64772,-0.88914,295.28,300.75,-0.0025283,95629,-3.4897e+06,0.002229,0.1715,0.1716,0.20527
