u10,v10,d2m,t2m,evabs,sp,sshf,tp,swvli,swvl1,swvl2
1.5134,0.025474,296.19,303.57,-0.0028993,99082,-4.2897e+06,0.00071041,0.44775,0.44818,0.45256
-0.71904,0.99872,295.04,295.54,-0.0026658,99025,-2.6968e+06,0.0080166,0.42999,0.42999,0.4289
0.4131,1.503,295.2,296.15,-0.0022745,95308,-3.0752e+06,0.0064003,0.393,0.38999,0.37458
2.7928,2.2298,294.37,297.53,0,96615,2.8836e+05,0,0.039642,0.038498,0.14006
-0.18525,1.2523,296.7,300.28,-0.0022898,99400,-3.6788e+06,0.0018054,0.29319,0.31275,0.28697
-1.8508,-0.55227,277.7,309.28,0,1.0003e+05,-5.305e+05,0,0.012255,0.012011,0.15431
-0.39173,0.16906,292.84,293.39,-7.6096e-08,93060,4578.7,1.9553e-05,0.40276,0.40039,0.39628
1.6607,-0.70563,294.18,301.78,-0.0018521,95059,-1.4187e+06,0.0001108,0.2289,0.23158,0.2795
-2.2782,-1.4478,275.48,294.09,0,96933,3.8801e+05,0,0.012574,0.012574,0.10132
1.335,1.1563,295.68,300.23,-0.0020375,97529,-9.1104e+05,0.00072997,0.35113,0.35074,0.35863
1.2303,1.7175,288.18,297.28,-6.316e-06,97038,1.7283e+05,0,0.052075,0.052075,0.075741
-1.6157,-1.87,276.41,302.29,-0.00017114,97442,2.1976e+05,0,0.046434,0.046406,0.062531
1.5585,0.04629,295.22,300.28,-0.00036595,97261,-4.5901e+05,0.0020791,0.31933,0.35938,0.27333
-0.054077,0.16949,294.54,297.34,-6.5519e-05,97285,-1.5284e+05,0.0032588,0.41193,0.40521,0.41034
-2.8915,-0.32372,282.13,310.28,-0.00027128,95202,-5.4451e+06,1.3035e-05,0.053789,0.05377,0.060423
-1.4403,0.010181,295.48,297.45,-0.0017898,96270,-2.5885e+06,0.0062373,0.46677,0.46475,0.4655
0.85668,0.88487,295.27,299.19,-0.00022334,99766,-1.3551e+05,0.00029981,0.41571,0.42421,0.42189
3.5741,2.1899,289.18,301.56,0,96738,2.7681e+05,0,0.027714,0.027696,9.3693e-05
1.0495,1.3178,294.68,295.67,-3.8124e-05,97676,1.1289e+05,0.00012383,0.4809,0.48114,0.48581
2.8673,-0.50257,291.61,309.25,-7.6096e-08,97906,-5.6993e+06,1.3035e-05,0.013042,0.013492,0.119
1.0565,0.85216,295.01,296.45,-2.5873e-06,99606,40684,0.00046926,0.2498,0.25398,0.24968
1.6549,0.5773,293.77,301.35,-0.0010821,96847,-1.1984e+06,2.607e-05,0.40167,0.39801,0.40448
0.51613,-1.2409,295.2,300.04,-0.00051304,95283,-1.0143e+06,0.0025419,0.24049,0.23674,0.24311
2.1183,2.7625,295.21,297.71,-2.359e-06,97980,3.9596e+05,0,0.10341,0.10164,0.11798
0.39654,-0.96731,295.04,298.02,-6.4834e-05,96542,92675,0.00064524,0.36715,0.36418,0.40585
1.6536,-3.5247,285.8,310.22,0,97444,-1.5089e+06,0,0.0046659,0.0044223,0.03432
-1.0559,2.4354,295.67,297.26,0,96620,-2.4246e+06,0.0054422,0.086778,0.086685,0.016368
2.8963,1.5527,295.39,297.37,-0.0025721,94880,-1.5277e+06,6.5176e-06,0.18538,0.18584,0.21486
-1.7825,0.91291,271.76,314.92,-7.6096e-07,96533,-3.2109e+06,0,0.028286,0.028136,0.025822
-1.5119,-3.2439,272.91,297,-3.8048e-07,98088,5.6493e+05,0,0.23733,0.23733,0.27607
0.24468,-2.941,277.55,301.59,-0.00090973,97571,-5.4271e+06,0,0.11654,0.11656,0.16798
1.3536,0.49999,291.52,293.19,-0.0010694,92649,-2.6188e+05,0.0042169,0.37936,0.37791,0.36795
-0.69835,1.2031,295.97,298.97,-0.0023909,96578,-2.8015e+06,0.00059962,0.31584,0.31613,0.33338
1.2105,1.7196,295.39,297.13,-0.0018787,98264,-2.9019e+06,0.0019031,0.19148,0.19142,0.19514
0.62248,-0.89764,291.55,300.35,-2.7699e-05,97049,2.2265e+05,0,0.13174,0.13033,0.1985
3.4412,1.6079,293.33,310.23,-4.5658e-07,99143,-5.8293e+06,0.00011732,0.012545,0.016677,0.069717
-0.16042,0.37382,295.31,295.68,-0.00074863,97992,-1.0179e+06,0.021378,0.43175,0.42815,0.43378
-2.1615,-1.4163,279.65,302.92,-9.0402e-05,96881,-5.2436e+06,0,0.21452,0.21452,0.27668
1.076,0.30458,295.67,296.92,-0.0025866,98286,-1.9942e+06,0.00089291,0.45818,0.45821,0.46728
1.8142,0.37255,294.46,295.18,-0.0012142,98915,-3.7886e+05,0.003728,0.40051,0.39864,0.39393
-0.48401,1.3008,292.87,296.93,-0.0024972,95396,-5.118e+06,0.001297,0.32346,0.32816,0.35707
3.3519,0.80033,293.79,303.07,-0.00017251,96478,-1.2345e+06,0,0.18298,0.17834,0.16662
0.3473,0.81562,294.24,297.04,-0.0028366,93613,-1.9039e+06,0.0018445,0.35336,0.35397,0.35245
1.6553,0.55097,294.31,295.23,-6.8486e-07,96552,1.6127e+05,0,0.46371,0.46234,0.45996
0.45489,0.6886,293.65,294.53,0,95835,23353,0.00019553,0.41023,0.41434,0.41636
-3.1641,-1.099,277.79,298.07,-0.0010637,93795,-2.9654e+06,0,0.11647,0.1165,0.15608
-0.3607,-2.1164,273.22,305.72,-0.001575,95598,-5.2075e+06,0,0.10979,0.10982,0.16898
-0.3818,0.28928,289.03,289.5,-8.3706e-07,88271,16854,0,0.46399,0.46326,0.45772
3.0324,-0.073507,294.94,299.37,-0.0014432,94739,-2.2469e+06,0.0038323,0.41073,0.46719,0.41172
0.55585,0.68945,296.22,297.38,-1.2175e-06,99167,18299,0,0.41007,0.41009,0.41366
-0.0019389,0.94647,295.39,297.01,-7.6096e-08,96504,52237,0,0.37244,0.36763,0.3376
-0.3669,1.8352,293.91,305.62,-0.0012799,96242,-1.5219e+06,1.3035e-05,0.26916,0.26529,0.34784
-0.2258,0.85641,295.4,297.47,-0.0015154,96103,-1.6064e+06,0.0029329,0.46,0.46466,0.45447
-0.25642,-1.2065,288.24,294.54,-1.9252e-05,96374,1.6272e+05,0,0.096682,0.096682,0.14135
-3.3346,-2.941,271.37,297.66,0,1.0064e+05,6.032e+05,0,0.012208,0.012236,0.13083
2.0153,1.1801,294.93,296.01,-7.6096e-08,96030,50793,0.0042038,0.22049,0.32146,0.11003
0.49213,0.0807,292.08,306.9,-0.0013648,97383,-4.7764e+06,0.0002607,0.13642,0.14244,0.18765
3.0051,-4.8832,293.97,301.77,0,97214,7.079e+05,0,0.027986,0.027386,0.029317
3.2368,1.5051,293.12,303.29,0,97703,-2.4599e+05,0,0.021484,0.021381,0.0073268
0.26413,1.3713,292.67,293.89,0,94828,1.6922e+05,0,0.39601,0.39422,0.3891
2.7316,4.862,294.88,302.19,0,97058,-87850,0,0.01724,0.017165,0.0083949
-0.15256,2.8148,295.59,296.72,-0.0010707,96471,-3.816e+06,0.0093136,0.31,0.30751,0.20044
-1.0099,-1.4206,293.45,306.1,-0.0022823,95678,-2.426e+06,5.2141e-05,0.24933,0.25807,0.23549
0.70192,1.02,293.7,294.46,-0.0027432,93792,-3.6521e+06,0.0026135,0.41483,0.41397,0.41201
2.0016,1.884,294.59,295.97,-1.2784e-05,97514,3.2736e+05,0,0.34052,0.33977,0.35273
-0.4778,-2.1551,283.07,302.1,-0.0026631,97935,-4.6082e+06,0,0.13884,0.13885,0.21533
-2.2261,-4.3208,274.54,297.09,-8.3706e-07,1.007e+05,4.4073e+05,0,0.02406,0.024098,0.11504
-0.078077,1.195,295.37,299.85,-0.0020689,94356,-4.1092e+06,0.0024832,0.41542,0.40779,0.42516
0.80827,1.2396,294.86,295.78,-8.3706e-06,97208,2.6165e+05,0,0.42776,0.42799,0.43857
0.21613,0.82752,293.8,304.2,-0.0015843,97760,-2.3538e+06,9.1246e-05,0.092007,0.091585,0.14252
0.023716,-0.54887,292.67,293.02,-0.0016371,90713,-3.9439e+06,0.023757,0.42999,0.42389,0.42955
1.2134,3.133,294.08,300.6,-0.00060983,96495,-5.7671e+05,4.5623e-05,0.41024,0.40175,0.39093
0.33241,0.26889,289.93,308.26,-0.00063548,95424,-5.9051e+06,3.2588e-05,0.12265,0.12402,0.15414
3.2819,1.9979,293.83,299.25,-1.598e-06,97766,2.9342e+05,0,0.11652,0.11594,0.10236
1.5274,2.9758,286.58,305.03,-9.1315e-07,97157,-1.2468e+06,0,0.015244,0.015225,0.1411
0.81365,2.5557,289.69,308.78,-0.0010341,96896,-4.5158e+06,6.5176e-06,0.19876,0.19871,0.28496
0.3742,-1.3059,293.14,299.38,-0.0012138,92235,-1.6425e+06,0.00084077,0.39337,0.43179,0.40745
2.8015,2.5896,295.43,298.74,-3.8048e-06,97791,85454,0,0.24443,0.24376,0.17383
-0.96566,-2.3913,280.84,289.77,-6.5443e-06,97161,1.685e+05,0,0.05066,0.05066,0.066606
1.8171,-2.5722,292.41,300.71,-6.0877e-06,1.0022e+05,2.9992e+05,0,0.13169,0.13162,0.15183
0.73958,1.3743,295.16,301.53,-0.0023007,99194,-5.4819e+06,0.0004823,0.14151,0.14142,0.19342
-1.1891,-3.8594,282.32,300.56,0,98242,1.2445e+05,0,0.025025,0.025025,0.11392
-1.9435,-2.9214,280.94,304.11,-7.6096e-08,91044,-5.001e+06,0,0.00022486,0.00021549,NaN
1.335,0.72004,293.18,294.6,-2.2677e-05,96530,4.4e+05,1.9553e-05,0.48697,0.48622,0.49205
0.56123,0.091745,294.91,298.64,-0.00024313,94768,-3.9691e+05,0,0.47377,0.47228,0.47223
3.1632,-3.297,281.93,314.44,-1.6741e-06,96306,-5.1281e+06,6.5176e-06,0.02243,0.022449,0.045638
-0.53822,-0.019556,294.65,294.78,0,98834,7467.1,4.5623e-05,0.42032,0.41871,0.41879
-2.0357,1.1474,273.27,290.18,-7.6096e-08,96803,1.23e+05,0,0.051653,0.051653,0.059111
-2.5099,1.1805,290.48,307.31,-0.0013288,94844,-4.1056e+06,7.8211e-05,0.1599,0.18222,0.25178
-0.89077,0.84069,296.07,301.23,-0.00031801,97788,-1.94e+05,0.00031936,0.25187,0.24492,0.27233
-0.25766,1.0837,295.61,298.73,-0.0019443,97093,-2.2505e+06,0.0018575,0.31862,0.31763,0.28736
-0.018904,1.2676,295.16,296.65,-0.0019514,97823,-2.1877e+06,0.0060548,0.46,0.46541,0.49751
0.40772,-1.1215,296.13,297.1,-0.00092746,97212,-1.5508e+06,0.012514,0.39143,0.36468,0.2995
1.7538,0.37977,293.66,295.88,-1.3621e-05,97151,1.3528e+05,0,0.34669,0.34311,0.3381
2.5822,-0.51616,295.2,301.89,-0.0018058,96153,-1.9306e+06,0.00044971,0.38007,0.38706,0.38575
-3.6905,-4.0158,277.41,316.43,0,98660,-3.1618e+06,0,0.0066335,0.0065304,0.10336
-0.10373,1.3356,292.85,295.11,-7.0008e-06,98516,1.0423e+05,0,0.061566,0.061566,0.099474
-0.13559,1.63,296.86,300.69,0,97869,1.3383e+05,0.00035847,0.24772,0.24768,0.24184
0.79213,2.4469,294.55,297.92,-0.0012324,95067,-4.6688e+06,0.0024767,0.23818,0.23755,0.16063
-2.5749,-0.31565,279.53,303.45,-0.00063281,94925,-2.1307e+06,0,0.11493,0.11487,0.15613
-2.4723,0.60194,288.56,303.64,-0.0029817,92467,-2.9206e+06,0,0.22536,0.22442,0.24377
1.3818,1.7111,295.13,295.72,0,95911,1.0278e+05,0,0.42639,0.42721,0.45224
2.0592,-1.0956,296.27,304.08,-0.0015766,97587,-1.2461e+06,0,0.33003,0.32147,0.34915
-0.98304,3.568,283.03,302.87,-0.00076948,93865,-3.8124e+06,0,0.12812,0.12785,0.15516
-0.46373,-3.2303,272.88,302.77,0,97683,-2.6123e+06,0,0.014925,0.014897,6.5585e-05
1.143,0.98767,286.85,290.91,-2.2829e-06,89474,26964,0,0.18904,0.18933,0.24163
3.9634,-1.887,277.58,303,-2.9525e-05,1.0058e+05,-3.5214e+06,0,0.023667,0.023742,0.15664
0.22151,1.0055,294.24,295.06,-6.0877e-07,97432,28408,0.00013035,0.49758,0.49714,0.49457
-1.0654,-0.7171,285.45,302.41,-0.0014279,95775,-4.8097e+06,2.607e-05,0.15631,0.15616,0.18828
-0.10166,-0.6453,294.54,297.57,-0.0028151,93401,-3.4882e+06,0.0039301,0.39952,0.39965,0.37625
0.98454,0.69328,292,293.35,-1.5067e-05,93766,76067,6.5176e-06,0.41965,0.41898,0.42128
-2.3647,-1.757,279.34,304.2,-2.8916e-06,96189,-1.2743e+06,0,0.19631,0.19628,0.27141
-0.52994,-2.2957,277.5,297.39,-8.6749e-06,96798,3.5119e+05,0,0.10744,0.10746,0.15405
1.3148,1.8415,293.78,298.67,-0.00056745,95716,-2.5119e+06,0.0081535,0.30186,0.29927,0.18728
0.25503,-2.5234,279.99,302.6,-0.0010862,97227,-5.9997e+06,0,0.10423,0.10421,0.14653
-1.9137,-0.7532,279.65,293.91,-1.872e-05,96904,6.9779e+05,0,0.20273,0.20274,0.25576
1.1894,0.92692,295.03,295.37,-0.0015635,1.0056e+05,-5.926e+05,0.0016359,0.47347,0.47296,0.47425
0.67544,1.3093,294.94,302.99,-0.00096794,97088,-1.6952e+06,0.00089942,0.15689,0.15306,0.22934
-0.79477,-3.1024,277.16,302.02,-6.0877e-07,96337,-3.5575e+06,0,0.0013867,0.00089945,0.036044
2.8247,1.3178,295.14,304.36,-1.0273e-05,98003,-1.5934e+05,0,0.095173,0.082722,0.13605
2.3037,4.045,294.91,299.82,-1.8263e-06,98439,2.8836e+05,0,0.062549,0.062409,0.072584
0.94358,1.7022,294.35,295.22,-4.9462e-06,96959,1.7788e+05,0.00013035,0.25075,0.24716,0.2247
-3.6251,0.82115,280.44,302.23,-0.00017373,94890,-2.7776e+05,0,0.15799,0.15795,0.22664
0.62992,-0.45456,293.46,294.81,0,93670,13966,0,0.38225,0.3823,0.38946
0.17268,0.95666,294.8,297.98,-0.0011859,95960,-5.4112e+06,0.00061265,0.075695,0.075685,0.08571
1.0309,2.003,292.49,299.68,-4.4897e-06,97628,1.6633e+05,0,0.17662,0.17633,0.1472
-0.82704,-0.26765,295.5,298.3,-0.0028053,94348,-2.8557e+06,0.0014795,0.35605,0.36523,0.36685
2.2226,1.0743,293.65,296.01,-0.001285,95922,-2.3495e+06,0.0062569,0.41057,0.40725,0.40174
-1.6116,1.6971,295.59,302.79,-0.0009181,1.0013e+05,-1.1638e+06,1.3035e-05,0.3791,0.37623,0.38744
2.9492,3.8216,284.21,300.47,0,96751,5.1582e+05,0,0.02495,0.025128,0.0010494
1.3003,0.70815,293.37,294.36,-1.598e-06,93307,97729,0.00014339,0.38925,0.38861,0.39604
0.038199,1.52,295.93,296.38,-5.3267e-07,1.0033e+05,62347,0,0.4075,0.40526,0.39977
0.16648,2.2901,293.89,297.01,-8.2564e-05,96743,5.3965e+05,0.0025223,0.31268,0.30875,0.32193
-2.5116,-4.6407,283.8,298.57,0,98756,7.9239e+05,0,0.0063336,0.0062681,0.010025
-0.56056,0.59302,296.17,304.58,-0.0023511,97485,-2.0498e+06,0.00024767,0.21312,0.21434,0.25888
1.5051,1.3713,295.6,298.75,-0.0015314,93942,-3.0882e+06,0.0034022,0.24327,0.24294,0.21791
-1.2561,0.47662,280.5,306.02,0,98315,-1.5717e+05,0,0.003476,0.0032793,0.081588
-2.6142,-3.6283,278.91,290.15,0,98427,2.9558e+05,0,0.0047034,0.0046847,0.048018
0.90675,1.02,294.88,297.53,-0.0029168,95619,-2.0577e+06,0.00095808,0.35409,0.35409,0.3607
0.13751,-1.3824,282.38,309.29,-0.0011705,96080,-2.8008e+06,0,0.096907,0.096832,0.15271
1.1745,4.0004,293.09,299.33,0,97753,-3.4023e+06,0.0011536,0.019544,0.019273,1.8739e-05
1.6636,1.4673,296.8,298.36,0,1.0078e+05,56570,0.0002216,0.077803,0.077821,0.15427
3.8695,0.88997,294.96,297.06,-0.00024054,98299,-4.0312e+06,5.2141e-05,0.070101,0.069867,0.04546
3.2186,1.0599,296.68,303.22,-0.00094884,97980,-5.3844e+05,6.5176e-06,0.3904,0.38351,0.42107
0.93241,1.7158,294.32,295.69,-4.5658e-07,96368,70290,0,0.14167,0.14162,0.13669
0.09944,-0.46306,295.9,298.19,-0.0017987,99153,-4.6486e+06,0.0034282,0.4641,0.46294,0.46512
-0.032973,0.088771,293.87,294.53,-7.6096e-08,95575,2412.4,0.00094505,0.46044,0.47175,0.49838
0.23392,-1.8824,295.6,297.38,-0.0028965,93962,-3.7243e+06,0.0095873,0.43182,0.40218,0.39225
1.8936,-0.029751,295.65,302.73,-0.0017997,97940,-3.4976e+06,0.00079514,0.25899,0.28778,0.23598
-0.67187,0.52208,294.32,295.25,-2.2829e-07,95939,3134.5,0.00056051,0.41562,0.41201,0.41524
-1.3633,0.9694,281.9,303.2,-0.0016383,95202,-4.2926e+06,0,0.054979,0.05496,0.073399
1.3752,-0.2668,296.01,299.4,-0.00025416,96658,-4.9367e+05,0.0092289,0.41873,0.41768,0.41016
1.0748,0.37382,293.35,306.25,-0.00061843,96431,-3.4276e+06,3.2588e-05,0.28212,0.27928,0.30482
0.48179,-1.6185,297.54,305.58,-0.0024304,1.0091e+05,-1.5075e+06,1.3035e-05,0.36691,0.36215,0.39912
0.68206,0.022501,294.77,294.92,-2.2829e-07,96372,1.8077e+05,0.00046926,0.49831,0.4944,0.48374
1.1004,1.8874,296.17,297.42,-1.2936e-06,1.0021e+05,6745,0.00015642,0.40033,0.3966,0.38112
0.83517,1.3237,295.14,296.08,0,96158,47183,0,0.2927,0.2926,0.28778
-0.80966,0.11426,294.89,295.46,-0.0013611,98068,-3.4008e+06,0.0039953,0.41563,0.41393,0.41528
2.5081,0.01188,295.83,299.85,-0.00049462,98074,-3.2109e+05,0.00011732,0.37242,0.36778,0.35771
-0.74884,0.069655,296.57,304.26,-0.0015287,97947,-1.4006e+06,0.00015642,0.33462,0.32832,0.35069
2.2218,1.4078,290.61,305.56,-2.2829e-07,95168,-4.4067e+06,0.00011732,0.027911,0.027799,0.023648
0.75117,1.2472,293.36,293.61,-0.00042043,95773,-4.8645e+05,0.0094635,0.29721,0.29408,0.30063
-0.78856,-4.5655,276.39,313.39,-8.3706e-07,94932,-5.339e+06,0,0.022308,0.022243,0.034226
-0.91063,-0.3029,295.95,301.82,-0.00074003,96535,-1.2555e+06,0.00036498,0.37184,0.37236,0.37939
-1.1304,-1.0765,289.45,306.21,-0.0013442,96998,-1.7689e+06,0,0.1131,0.11177,0.20983
2.9699,0.57476,293.36,304.73,-0.0025508,1.0004e+05,-2.8196e+06,3.2588e-05,0.19458,0.19417,0.20932
1.0288,1.257,294.79,295.45,-0.00068601,98615,-6.1498e+05,0.012879,0.30133,0.29347,0.27449
-3.8088,-1.0208,274.57,295.78,-0.0001283,96366,-3.4247e+06,0,0.051194,0.051194,0.05913
0.8422,0.014854,280.43,296.18,-1.6969e-05,96248,1.2734e+05,0,0.16754,0.16788,0.23559
0.79792,0.60492,294.55,299.68,-0.00036564,99457,-4.4384e+05,0.00023463,0.40007,0.39997,0.4058
-2.2534,0.20092,290.37,310.19,-0.00022593,94737,-5.0804e+06,4.5623e-05,0.144,0.14436,0.15858
1.0383,-0.9261,294.9,296.32,-4.3451e-05,99350,6745,1.3035e-05,0.40019,0.39866,0.40182
0.70068,0.44689,292.89,293.8,-0.0023835,89676,-4.4349e+06,0.008701,0.41835,0.41328,0.43085
2.3455,1.4779,282.8,291.9,0,92973,55848,0,0.019985,0.019985,0.0010868
0.24923,0.37934,292.54,304.47,-0.001015,96650,-9.0093e+05,1.9553e-05,0.065126,0.064302,0.13014
0.11144,1.3097,295.21,299.52,-0.00028894,98472,-3.4781e+05,0.0023007,0.29904,0.29481,0.2925
0.29848,1.4363,294.7,295.52,-0.002593,96657,-3.3489e+06,0.01486,0.47019,0.46825,0.46689
-0.30525,0.74213,295.44,295.57,0,99098,39239,0,0.41499,0.41386,0.41514
1.4277,0.57263,295.85,296.41,-3.0438e-06,99050,1.0206e+05,0.00092549,0.41571,0.43629,0.4266
2.9223,1.9201,295.85,303.3,-0.0006176,97753,-1.2396e+06,0.00071041,0.18046,0.17842,0.20561
-1.4246,0.48809,281.61,313.14,-2.359e-06,97353,-4.3208e+06,0,0.027302,0.02719,0.030469
0.51654,-1.0319,296.54,303.73,-0.0022853,95736,-1.8657e+06,9.7763e-05,0.39247,0.38597,0.4131
0.56579,1.1754,294.9,299.89,-0.00075891,92950,-1.1161e+06,0.00084728,0.28035,0.29574,0.32855
0.47558,3.7048,295.01,305.62,-0.00017479,97610,-2.9625e+06,8.4728e-05,0.055448,0.055448,0.078084
-0.48649,-0.072657,298.03,301,-0.0024938,99758,-2.1653e+06,0.0003324,0.37846,0.37859,0.39584
-2.8207,-0.78294,287.86,307.48,0,98553,-1.2295e+06,0,0.011702,0.010925,0.010006
1.3309,-0.38872,293.32,302.15,-0.0016647,96153,-3.9561e+06,0.00041712,0.38698,0.38621,0.39827
0.99158,0.88954,297.15,300.9,-0.00062406,97046,-7.3846e+05,0.00084728,0.35513,0.38623,0.37557
2.7775,0.935,287.97,288.75,0,97665,3.3097e+05,0,0.014026,0.013838,0.1246
2.6269,0.63126,297.5,300.74,-0.00013165,1.0099e+05,56570,0.0018771,0.36764,0.36358,0.3638
-3.9561,2.6058,290.73,298.16,-1.286e-05,97683,-1.462e+06,0.0041452,0.062503,0.061219,0.10096
0.40772,2.3105,295.98,299.98,-0.00061881,98743,-1.1371e+06,0.0038454,0.41806,0.41342,0.41574
0.79254,1.2893,296.52,302.23,-0.00066379,96592,-5.8826e+05,0.00016946,0.39624,0.39167,0.42145
0.71765,0.50636,295.24,296.29,-9.8925e-07,99135,76789,0.0064915,0.393,0.38402,0.29936
1.4844,2.4397,291.3,296.83,-1.1414e-06,93681,2.4576e+05,0,0.16942,0.16866,0.1381
-2.5257,-3.297,272.87,292.38,0,97911,4.9922e+05,0,0.0043661,0.0043474,0.03699
-0.29408,0.43499,292.92,293.75,-1.2175e-06,93803,50793,0.0011145,0.43099,0.42832,0.42534
0.58234,0.52973,293.77,294.17,-7.6096e-08,96888,5300.8,3.2588e-05,0.40582,0.40459,0.41548
-0.20801,1.2043,294.33,295.39,-0.0017142,94146,-3.0629e+06,0.0094961,0.37614,0.37494,0.36633
0.14744,0.43627,291.54,292.84,-2.9677e-06,89375,11078,0,0.44174,0.44054,0.44655
-0.2858,-0.98218,278.03,298.33,-1.9785e-05,97915,2.1254e+05,0,0.19255,0.19254,0.27906
2.0666,0.62573,295.02,296.06,-6.0877e-07,97818,45016,0.00042364,0.31222,0.31074,0.24394
0.28772,3.0259,295.7,299.17,-0.001829,97340,-3.5092e+06,0.00029329,0.091688,0.091782,0.14542
2.4113,0.52208,296.61,303.48,-0.0028944,96577,-2.9488e+06,0.00076907,0.17895,0.17868,0.21692
0.60717,2.4792,294.87,299.8,-0.00027486,96917,-4.6334e+05,4.5623e-05,0.40794,0.40515,0.42305
-0.50222,1.5446,294.81,298.14,-0.002402,96436,-2.2368e+06,0.0017011,0.45913,0.45859,0.4577
-0.5407,0.35045,293.26,293.3,0,92305,5300.8,0,0.39009,0.38888,0.38388
0.62744,0.036095,295.41,297.04,-7.6096e-08,98019,22631,0.0066935,0.39941,0.39493,0.38157
-0.35987,-3.5162,279.38,297.4,-1.5219e-07,1.007e+05,3.8729e+05,0,0.063383,0.063411,0.14705
-0.80677,-4.664,279.55,302.75,0,95427,-4.0197e+06,0,0.0073549,0.0073268,1.8739e-05
0.81779,0.53142,295.56,299.14,-0.00016931,98748,-99404,6.5176e-06,0.31707,0.31496,0.30957
-0.81049,0.44561,296.36,299.62,-0.0025502,97492,-4.4017e+06,0.00013687,0.21757,0.21767,0.22738
0.99282,1.7991,295.98,298.41,-0.0014194,97470,-5.3115e+06,0.0093983,0.31222,0.32843,0.2469
2.4204,1.6508,295,299.23,-0.00019123,1.0006e+05,-1.2973e+05,0.0014599,0.293,0.28342,0.29312
1.9052,0.32667,296.24,302.38,-0.0018816,96241,-1.9465e+06,0.0015447,0.45231,0.45648,0.47847
2.5454,2.873,294.84,299.59,-7.6096e-08,96403,2.0749e+05,0,0.024913,0.024913,0.14102
0.56579,-0.49449,294.88,295.55,-3.5765e-06,98545,29130,0.00013035,0.38058,0.38067,0.38188
0.20744,-3.1954,274.28,296.1,0,97917,1.4033e+05,0,0.002258,0.002258,2.8108e-05
-2.3155,-4.4843,280.79,300.19,0,97537,2.5659e+05,0,0.023723,0.023845,0.00063711
-1.1179,-0.74598,276.8,309.38,-0.0012172,97577,-4.9274e+06,0,0.098256,0.098172,0.14332
2.0931,1.0408,294.93,297.79,-0.0025514,97582,-7.5868e+05,0.00036498,0.31256,0.30947,0.323
1.1869,1.7035,282.1,301.61,-6.0877e-07,97562,1.9377e+05,0,0.051456,0.051419,0.054276
-0.46373,1.1109,293.85,295.88,-0.0027427,93234,-3.3821e+06,0.0049925,0.48294,0.47795,0.49894
-1.5003,-2.3666,280.84,301.48,-0.00080494,98140,-5.9766e+06,0,0.12681,0.12683,0.17645
2.4514,0.34493,296.29,303.13,-0.0014911,97013,-9.0021e+05,0.0002607,0.35307,0.34616,0.38191
-0.21794,-1.6067,286.6,307.79,-0.0019771,97776,-5.0039e+06,0,0.09671,0.096738,0.15528
2.7179,-2.1135,285.43,307.36,-1.5219e-07,96425,-1.6584e+05,0,0.036821,0.031125,1.8739e-05
1.3338,1.7358,294.09,295.39,-7.4574e-06,99428,1.916e+05,0.00055399,0.49348,0.49849,0.49561
-3.4253,-1.147,280.03,308.77,-0.0011261,94705,-5.8321e+06,0,0.090105,0.090105,0.12923
1.575,1.3989,293.86,296.63,-0.0014755,96920,-1.1414e+06,0.00040409,0.3176,0.31729,0.31397
1.2279,0.87085,296.22,297.73,-0.0021258,97532,-3.182e+06,0.002418,0.41286,0.4122,0.3706
-2.2091,0.44944,284.14,303.28,-0.00030461,95882,-3.2975e+05,0,0.13329,0.13313,0.20269
2.9836,-0.19925,294.92,303.47,-0.0014358,96669,-3.2131e+06,0.00061917,0.26925,0.26729,0.23478
0.96592,1.5437,294.73,297.54,-1.0045e-05,96960,1.0856e+05,0,0.27391,0.27418,0.30372
2.2743,-0.57011,295.4,298.41,-0.0021184,96972,-2.6564e+06,0.0052597,0.24401,0.24222,0.22344
1.1608,0.39166,296.01,296.71,0,98070,6745,6.5176e-06,0.34808,0.34878,0.36123
1.1691,1.0106,293.97,296.26,-2.1459e-05,99179,2.7176e+05,0.00018249,0.36371,0.36426,0.3649
1.5022,0.79736,281.98,307.78,-8.9032e-06,99981,-4.2435e+06,0,0.02541,0.025466,0.12433
2.2731,1.7171,294.55,298.49,-0.00019351,97697,81843,0.0064263,0.49554,0.4892,0.48109
-0.60359,3.8968,295.71,298.01,-7.6096e-08,1.0077e+05,1.1145e+05,0,0.23638,0.23588,0.2326
-3.4199,-1.1576,271.67,294.53,-1.5219e-07,97622,8.0683e+05,0,0.052318,0.052318,0.059739
2.5909,-0.38914,291.11,304.29,0,96809,-4.5389e+06,0.0010754,0.017811,0.017483,0.039613
-0.4629,2.3029,290.49,299.46,-0.0020497,96958,-3.7539e+06,0,0.11098,0.11057,0.17779
-0.65739,1.7655,293.61,294.91,-0.0012006,91544,-2.4498e+06,0.0097829,0.38631,0.38124,0.31013
3.2997,0.18775,295.1,301.5,-0.00090783,94920,-9.847e+05,0.0016555,0.32688,0.32091,0.32333
3.1276,0.55776,295.69,300.88,-0.00051076,97544,-2.0627e+05,0,0.39019,0.38116,0.39969
0.73461,1.5994,295.64,296.98,-2.5112e-06,98075,65957,0,0.4346,0.43521,0.45583
2.2044,0.033121,286.86,310.99,-1.6741e-06,96646,-4.3338e+06,1.9553e-05,0.012115,0.011974,0.1932
